"","authfull","inst_name","cntry","np6020","firstyr","lastyr","rank (ns)","nc9620 (ns)","h20 (ns)","hm20 (ns)","nps (ns)","ncs (ns)","cpsf (ns)","ncsf (ns)","npsfl (ns)","ncsfl (ns)","c (ns)","npciting (ns)","cprat (ns)","np6020 cited9620 (ns)","self%","rank","nc9620","h20","hm20","nps","ncs","cpsf","ncsf","npsfl","ncsfl","c","npciting","cprat","np6020 cited9620","np6020_d","nc9620_d","sm-subfield-1","sm-subfield-1-frac","sm-subfield-2","sm-subfield-2-frac","sm-field","sm-field-frac","rank sm-subfield-1","rank sm-subfield-1 (ns)","sm-subfield-1 count"
"231","Chou, Pesus","National Yang-Ming University Taiwan","twn",494,1988,2021,59998,12544,55,25.8313223326381,7,29,32,416,299,7168,3.62367001005373,11521,1.08879437548824,448,0.108,58878,14063,60,27.1229889993048,7,32,32,562,299,8093,3.68383815401399,12350,1.1387044534413,463,0,125,"General & Internal Medicine",0.142276422764228,"Psychiatry",0.0975609756097561,"Clinical Medicine",0.776422764227642,616,675,224174
"232","Burnouf, Thierry","Taipei Medical University","twn",216,1980,2021,60516,4423,32,17.8598346098346,20,301,81,1688,159,3357,3.62047549700292,3668,1.20583424209378,196,0.2194,46455,5666,38,22.0341852591853,20,392,81,2238,159,4346,3.76236683338133,3997,1.41756317237928,202,2,52,"Cardiovascular System & Hematology",0.390697674418605,"Virology",0.0651162790697674,"Clinical Medicine",0.706976744186047,1745,2170,192021
"233","Pao, Yih Hsing","Institute of Applied Mechanics, National Taiwan University","twn",110,1960,2018,60966,3034,30,20.5,10,425,39,1497,104,3004,3.61785125344347,2293,1.32315743567379,87,0.0542,69673,3208,30,21.3333333333333,10,427,39,1604,104,3168,3.62633308489983,2336,1.37328767123288,89,0,27,"Mechanical Engineering & Transports",0.481132075471698,"Acoustics",0.273584905660377,"Engineering",0.537735849056604,450,360,109724
"234","Chang, Hsin Hsin","National Cheng Kung University","twn",60,2000,2020,60983,3254,25,17.7333333333333,11,368,55,3170,57,3227,3.61779045889732,3063,1.06235716617695,57,0.0298,67487,3354,26,18.7333333333333,11,408,55,3261,57,3320,3.63726485915803,3113,1.07741728236428,57,0,160,"Information Systems",0.316666666666667,"Marketing",0.183333333333333,"Economics & Business",0.366666666666667,136,138,17971
"235","Ko, Chih Hung","Kaohsiung Medical University Chung-Ho Memorial Hospital","twn",153,2004,2021,61086,7644,46,14.8861471861472,1,38,39,3800,73,5047,3.61730723067369,4782,1.59849435382685,147,0.0916,64705,8415,48,16.0290043290043,1,40,39,4184,73,5519,3.65153448157271,5006,1.68098282061526,148,0,121,"Psychiatry",0.568627450980392,"Clinical Psychology",0.0522875816993464,"Clinical Medicine",0.738562091503268,1233,1192,68582
"236","Wang, Kuan","Taipei Medical University","twn",115,1979,2021,61435,3743,35,19.8534493284493,5,263,14,1442,78,3162,3.6153601603632,2440,1.53401639344262,103,0.1326,66595,4315,37,20.0617826617827,5,275,14,1526,78,3572,3.64179124243541,2674,1.61368735976066,107,0,4,"Biochemistry & Molecular Biology",0.321739130434783,"Developmental Biology",0.0956521739130435,"Biomedical Research",0.530434782608696,2862,2659,189264
"237","Yin, Mei Chin","China Medical University Hospital Taichung","twn",153,1992,2021,61573,5607,43,23.7428571428571,5,57,25,1240,122,4891,3.61455464097575,4729,1.18566293085219,141,0.0658,68763,6002,44,24.9928571428571,5,57,25,1357,122,5176,3.63095857591475,4926,1.21843280552172,144,0,163,"Food Science",0.392156862745098,"Nutrition & Dietetics",0.143790849673203,"Agriculture, Fisheries & Forestry",0.437908496732026,276,240,58351
"238","Lee, Yuh Lang","National Cheng Kung University","twn",162,1991,2021,62081,6327,34,18.7785714285714,3,64,34,2822,112,4836,3.61157364442374,4773,1.32558139534884,152,0.0768,62966,6853,37,21.1452380952381,3,73,34,2931,112,5191,3.66116724088339,4980,1.37610441767068,155,0,126,"Nanoscience & Nanotechnology",0.234567901234568,"Chemical Physics",0.197530864197531,"Enabling & Strategic Technologies",0.450617283950617,544,551,89177
"239","Hsu, Chung Yi","China Medical University","twn",406,1973,2021,62129,15894,62,23.9654215059393,13,28,40,393,147,4988,3.6112989243888,14003,1.13504249089481,343,0.1012,67319,17683,65,24.9820450855424,13,29,40,422,147,5587,3.63810112321986,15035,1.17612238111074,348,1,119,"Neurology & Neurosurgery",0.448019801980198,"Biochemistry & Molecular Biology",0.0569306930693069,"Clinical Medicine",0.851485148514851,4564,4288,278898
"240","Liou, Guey Sheng","National Taiwan University","twn",211,1991,2021,62510,5657,41,24.8468253968254,3,47,60,1466,173,4598,3.6091005286144,3302,1.71320411871593,204,0.2766,41845,7820,51,29.8396825396825,3,82,60,2144,173,6243,3.79457652792116,3575,2.18741258741259,205,0,43,"Polymers",0.635071090047393,"Nanoscience & Nanotechnology",0.18957345971564,"Chemistry",0.729857819905213,409,579,100162
"241","Gaing, Zwe Lee","Kao Yuan University Taiwan","twn",44,1995,2017,62650,3546,13,10.525,9,3306,33,3463,36,3479,3.60824934324916,3399,1.0432480141218,35,0.0031,75544,3557,13,10.525,9,3309,33,3468,36,3486,3.59726987775926,3410,1.04310850439883,36,3,178,"Energy",0.409090909090909,"Electrical & Electronic Engineering",0.227272727272727,"Enabling & Strategic Technologies",0.477272727272727,860,684,229150
"242","Chen, P.","National Taiwan University","twn",444,1982,2021,62907,7715,44,16.0695805948097,30,137,105,1749,195,2356,3.60687825962126,5885,1.31096006796941,316,0.3294,51364,11505,53,19.0940809463092,30,150,105,2112,195,2910,3.72940379103079,7664,1.50117432150313,347,0,235,"Nuclear & Particle Physics",0.695348837209302,"General Physics",0.137209302325581,"Physics & Astronomy",0.976744186046512,974,1061,135975
"243","Gau, Susan Shur Fen","National Taiwan University Hospital","twn",268,1995,2021,63074,6045,38,20.943956043956,5,60,48,2238,168,3808,3.60590140768874,5269,1.1472765230594,243,0.244,43980,7996,46,25.9923687423687,5,94,48,3146,168,5247,3.77925335175573,5670,1.41022927689594,249,0,29,"Psychiatry",0.37218045112782,"Developmental & Child Psychology",0.199248120300752,"Clinical Medicine",0.620300751879699,914,1225,68582
"244","Chang, Shan Chwen","National Taiwan University Hospital","twn",592,1987,2021,63204,14646,60,26.1492436940478,3,18,28,394,330,6682,3.6052280030437,12874,1.13764175858319,556,0.1128,62491,16509,65,27.9889262337304,3,21,28,481,330,7487,3.6637731998212,13810,1.19543808834178,563,0,185,"Microbiology",0.498310810810811,"General & Internal Medicine",0.182432432432432,"Biomedical Research",0.606418918918919,1558,1612,165244
"245","Shaing, K. C.","National Cheng Kung University","twn",183,1979,2021,63802,3192,26,18.0042248672044,60,587,136,2092,148,2237,3.60180190493272,2103,1.51783166904422,146,0.2965,44358,4537,35,22.0382905656221,60,793,136,2784,148,2952,3.7766474415019,2489,1.82282040980313,163,0,2,"Fluids & Plasmas",0.879781420765027,"General Physics",0.0655737704918033,"Physics & Astronomy",0.994535519125683,417,581,49117
"246","Chen, Ching Chow","National Taiwan University","twn",103,1979,2020,64567,6137,38,16.4873535906424,9,130,40,1601,86,3917,3.59792758033257,5808,1.05664600550964,87,0.1735,68606,7425,39,16.9873535906424,9,150,40,1713,86,4191,3.63171809195162,6908,1.07484076433121,88,0,44,"Pharmacology & Pharmacy",0.213592233009709,"Oncology & Carcinogenesis",0.174757281553398,"Clinical Medicine",0.718446601941748,628,600,131063
"247","Chin, Tsung Shune","Feng Chia University","twn",412,1982,2021,64660,10890,36,19.5289682539682,3,190,49,470,258,3854,3.59742263751074,9781,1.11338308966363,340,0.0707,72454,11718,38,19.8623015873016,3,192,49,486,258,4226,3.61230024100445,10291,1.13866485278399,354,1,222,"Applied Physics",0.650485436893204,"Materials",0.191747572815534,"Physics & Astronomy",0.701456310679612,1972,1672,269833
"248","Chang, Full Young","Veterans General Hospital-Taipei","twn",484,1988,2018,64758,11425,54,23.3040676428834,10,118,71,655,98,1133,3.59680166701642,10189,1.12130729217784,448,0.1072,67393,12797,58,24.9747386385544,10,120,71,746,98,1272,3.63770887697833,10844,1.18009959424567,452,0,165,"Gastroenterology & Hepatology",0.590909090909091,"General & Internal Medicine",0.140495867768595,"Clinical Medicine",0.935950413223141,972,973,91513
"249","Sung, Hsing Wen","National Tsing Hua University","twn",277,1985,2021,64957,16921,76,24.9505278958767,0,0,43,2163,211,13234,3.59567695238403,12704,1.33194269521411,261,0.0789,72252,18370,78,26.0211628165117,0,0,43,2392,211,14318,3.61331698410088,13189,1.39282735613011,265,2,194,"Biomedical Engineering",0.523636363636364,"Pharmacology & Pharmacy",0.08,"Engineering",0.549090909090909,319,290,64425
"250","Yen, Cheng Fang","Kaohsiung Medical University Chung-Ho Memorial Hospital","twn",328,1997,2021,65036,9472,48,19.4209054834055,2,25,89,1782,223,4820,3.59521271560758,6444,1.46989447548107,305,0.1125,65617,10673,50,20.7429292929293,2,29,89,2116,223,5550,3.6469397157872,6853,1.55742010798191,311,0,137,"Psychiatry",0.393292682926829,"Urology & Nephrology",0.103658536585366,"Clinical Medicine",0.61890243902439,1247,1262,68582
"251","Lu, Shih Yuan","National Tsing Hua University","twn",206,1987,2021,65233,6509,42,22.2077380952381,18,133,50,629,161,3405,3.59426297421566,5911,1.1011673151751,188,0.1025,59473,7252,45,24.4577380952381,18,203,50,766,161,3874,3.68040056767092,6227,1.1646057491569,192,0,101,"Nanoscience & Nanotechnology",0.203883495145631,"Chemical Engineering",0.145631067961165,"Enabling & Strategic Technologies",0.402912621359223,507,573,89177
"252","Tang, Chih Hsin","China Medical University","twn",360,2002,2021,65319,8615,46,22.873088023088,5,24,29,1147,244,6145,3.5937209797411,7273,1.18451808057198,350,0.217,47972,11003,52,26.6568653568653,5,50,29,1517,244,7941,3.75208511222055,7873,1.39756128540582,352,0,136,"Oncology & Carcinogenesis",0.244444444444444,"Biochemistry & Molecular Biology",0.219444444444444,"Clinical Medicine",0.586111111111111,2030,2746,271773
"253","Huang, Yueh Min","National Cheng Kung University","twn",583,1987,2021,65343,6563,39,23.9833333333333,1,33,78,1855,392,4506,3.59356717645618,5760,1.13940972222222,424,0.1936,58183,8139,46,27.6166666666666,1,33,78,2333,392,5595,3.68795883705396,6403,1.2711229111354,447,7,334,"Education",0.296360485268631,"Networking & Telecommunications",0.228769497400347,"Information & Communication Technologies",0.528596187175043,220,273,70063
"254","Lee, Gene Hsiang","National Synchrotron Radiation Research Center Taiwan","twn",1065,1985,2021,65693,22055,62,30.7798923298923,2,28,19,112,298,5350,3.59157700303802,16310,1.3522378908645,1001,0.2142,61970,28068,72,34.953774003774,2,28,19,119,298,6525,3.66648167346614,18223,1.54025133073588,1023,0,80,"Inorganic & Nuclear Chemistry",0.40093896713615,"Organic Chemistry",0.348356807511737,"Chemistry",0.928638497652582,467,450,72062
"255","Mobayen, Saleh","National Yunlin University of Science and Technology","twn",109,2007,2021,65922,2132,29,22.5333333333333,20,623,55,1388,79,1841,3.59032794995698,1285,1.65914396887159,88,0.2867,41610,2989,40,27.45,20,990,55,2078,79,2609,3.79614076234279,1439,2.07713690062543,98,3,24,"Industrial Engineering & Automation",0.321100917431193,"Acoustics",0.229357798165138,"Engineering",0.412844036697248,316,484,96361
"256","Hsu, Yuan Yih","National Taiwan University","twn",143,1981,2020,66119,4561,40,24.4301587301587,4,38,73,2121,138,4153,3.58929429754,3705,1.23103913630229,117,0.0294,77941,4699,41,24.4301587301587,4,38,73,2184,138,4285,3.58582106026067,3759,1.25006650704975,121,0,222,"Energy",0.633802816901408,"Electrical & Electronic Engineering",0.211267605633803,"Enabling & Strategic Technologies",0.640845070422535,896,734,229150
"257","Wang, Wen June","National Central University","twn",273,1984,2021,66179,3932,32,20.4,3,225,74,1465,189,2841,3.58898218730764,3419,1.15004387247733,211,0.1056,69426,4396,34,22.3166666666667,3,225,74,1607,189,3161,3.62776598523223,3622,1.21369409166207,218,1,133,"Artificial Intelligence & Image Processing",0.382352941176471,"Industrial Engineering & Automation",0.305147058823529,"Information & Communication Technologies",0.481617647058823,1090,1054,253359
"258","Kuo, Po Lin","College of Medicine","twn",220,2002,2021,66190,7241,47,21.1748408454291,1,30,37,1781,125,4055,3.5889299163245,6265,1.15578611332801,211,0.0665,73814,7757,48,22.095475766064,1,31,37,1907,125,4348,3.60525425368071,6545,1.185179526356,213,2,126,"Oncology & Carcinogenesis",0.313636363636364,"Pharmacology & Pharmacy",0.118181818181818,"Clinical Medicine",0.663636363636364,2952,2774,271773
"259","Chang, Pei Chann","Yuan Ze University","twn",227,1992,2019,66319,5254,44,22.1011904761905,2,26,108,2965,160,3907,3.58821568931485,4417,1.18949513244283,205,0.1003,65044,5840,46,24.1011904761905,2,35,108,3364,160,4373,3.64977007053928,4633,1.26052233973667,212,1,220,"Artificial Intelligence & Image Processing",0.491071428571428,"Operations Research",0.191964285714286,"Information & Communication Technologies",0.575892857142857,1025,1058,253359
"260","Chang, Cheng Shang","National Tsing Hua University","twn",138,1990,2021,66482,3196,23,13.9166666666667,9,773,83,2503,93,2871,3.58735486879738,2324,1.37521514629948,114,0.1102,66864,3592,26,15.15,9,810,83,2766,93,3152,3.64029592979649,2444,1.46972176759411,121,0,19,"Networking & Telecommunications",0.671532846715328,"Industrial Engineering & Automation",0.102189781021898,"Information & Communication Technologies",0.766423357664234,560,565,183648
"261","Chern, Chorng Shyan","National Taiwan University of Science and Technology","twn",153,1985,2021,66523,2909,25,16.9595238095238,5,677,79,1965,128,2363,3.58714123773455,2366,1.22950126796281,143,0.2015,62487,3643,28,18.6761904761905,5,702,79,2321,128,2953,3.66379671333481,2531,1.43935203476887,148,0,38,"Polymers",0.671052631578947,"Chemical Physics",0.111842105263158,"Chemistry",0.763157894736842,605,620,100162
"262","Yeh, I. Cheng","Tamkang University","twn",60,1995,2021,66611,2294,19,16.25,22,1543,46,2192,55,2232,3.58665928491713,1932,1.18737060041408,51,0.0357,74600,2379,21,16.25,22,1597,46,2266,55,2309,3.60166018460407,1963,1.21192052980132,56,1,105,"Artificial Intelligence & Image Processing",0.4,"Building & Construction",0.316666666666667,"Information & Communication Technologies",0.4,1177,1062,253359
"263","Luh, Tien Yau","National Taiwan University","twn",281,1972,2021,67093,5807,35,17.6881313131313,18,241,57,949,239,3119,3.58391578643832,4609,1.25992623128661,249,0.2038,50370,7293,42,22.4397546897547,18,340,57,1138,239,4343,3.73585704030527,4949,1.47363103657304,256,0,74,"Organic Chemistry",0.424460431654676,"General Chemistry",0.165467625899281,"Chemistry",0.845323741007194,1024,1275,144918
"264","Liu, Shiang Tai","Vanung University Taiwan","twn",70,1997,2021,67268,2366,26,20.5,39,710,47,1251,69,2363,3.58301856992171,1846,1.28169014084507,65,0.0585,75416,2513,26,21.5,39,761,47,1311,69,2510,3.59781947635427,1902,1.32124079915878,66,0,105,"Operations Research",0.397058823529412,"Artificial Intelligence & Image Processing",0.338235294117647,"Engineering",0.441176470588235,261,239,26063
"265","Chao, Benjamin F.","Academia Sinica, Institute of Earth Sciences","twn",169,1980,2019,67530,3135,29,20.6621794871795,34,379,71,1479,117,2220,3.5814925953365,2269,1.38166593212869,146,0.183,61730,3837,33,22.9217032967033,34,455,71,1737,117,2635,3.66782346826631,2567,1.49474094273471,150,0,8,"Meteorology & Atmospheric Sciences",0.408536585365854,"Geochemistry & Geophysics",0.378048780487805,"Earth & Environmental Sciences",0.890243902439024,974,986,63897
"266","Chiang, Chern En","Veterans General Hospital-Taipei","twn",277,1990,2021,67869,10969,49,14.9469651873708,5,102,46,1386,85,1941,3.57971455890002,9038,1.21365346315557,244,0.1938,67017,13605,53,15.8398951964298,5,104,46,1661,85,2379,3.63958929942218,10609,1.28240173437647,250,0,47,"Cardiovascular System & Hematology",0.707581227436823,"General & Internal Medicine",0.101083032490975,"Clinical Medicine",0.967509025270758,2329,2399,192021
"267","Schaible, Siegfried","Chung Yuan Christian University","twn",97,1973,2012,67962,3118,31,19.9166666666667,13,534,24,867,71,2487,3.5793024920126,2208,1.41213768115942,88,0.1162,72188,3528,33,21.3333333333333,13,547,24,920,71,2732,3.61355910897427,2440,1.44590163934426,91,0,54,"Operations Research",0.814432989690722,"General Mathematics",0.0824742268041237,"Engineering",0.855670103092783,242,244,26063
"268","Lee, Amy H.I.","Chung Hua University","twn",121,2003,2021,68244,3614,29,15.5666666666667,2,327,50,2370,75,2708,3.57788853184655,3079,1.17375771354336,108,0.0834,72270,3943,30,17.0666666666667,2,352,50,2543,75,2931,3.61321969431489,3211,1.22796636561819,108,5,165,"Operations Research",0.223140495867769,"Artificial Intelligence & Image Processing",0.190082644628099,"Engineering",0.380165289256198,243,246,26063
"269","Young, John D.","Chang Gung Biotechnology Corporation","twn",194,1982,2021,68754,6282,40,18.9646253746254,5,74,49,1234,155,4237,3.57515001645417,5189,1.21063788783966,173,0.097,72758,6957,41,20.9074825174825,5,75,49,1367,155,4739,3.6106424974755,5391,1.29048414023372,174,0,26,"Immunology",0.319587628865979,"Biochemistry & Molecular Biology",0.175257731958763,"Clinical Medicine",0.505154639175258,2076,2023,127911
"270","Matzke, Marjori","Academia Sinica, Institute of Plant and Microbial Biology","twn",138,1984,2020,68843,13434,56,21.9113006876165,1,1,46,4523,98,7899,3.57474832302373,9457,1.4205350533996,135,0.0604,80014,14297,58,21.9446340209498,1,1,46,4647,98,8284,3.57652933216042,9669,1.47864308615162,135,0,48,"Developmental Biology",0.423357664233577,"Plant Biology & Botany",0.306569343065693,"Biomedical Research",0.562043795620438,2527,2309,123644
"271","Chien, Hung Yu","National Chi Nan University","twn",119,2000,2021,68880,2641,23,16.0833333333333,35,689,97,2248,110,2586,3.57450971009557,2293,1.15176624509376,92,0.0678,76743,2833,23,16.5833333333333,35,752,97,2419,110,2772,3.59162352357119,2386,1.18734283319363,97,2,190,"Networking & Telecommunications",0.258620689655172,"Artificial Intelligence & Image Processing",0.224137931034483,"Information & Communication Technologies",0.775862068965517,641,590,183648
"272","Lien, C. H.","National Kaohsiung University of Science and Technology","twn",126,1998,2021,69230,2354,25,18.8,16,743,84,1713,99,1953,3.57267776797505,1856,1.26831896551724,96,0.1193,73352,2673,26,19.3166666666667,16,787,84,1965,99,2232,3.60760535119379,2005,1.33316708229426,98,6,77,"Industrial Engineering & Automation",0.428571428571428,"Mathematical Physics",0.126984126984127,"Engineering",0.579365079365079,544,503,96361
"273","Goto, Tomotsugu","National Tsing Hua University","twn",175,2002,2021,69536,5257,37,14.8004992717634,10,406,34,1300,52,1707,3.57118003079032,3759,1.39851024208566,145,0.345,57397,8026,44,16.1776200355558,10,481,34,1679,52,2198,3.69248054889642,5021,1.59848635729934,161,0,0,"Astronomy & Astrophysics",0.965714285714286,"General Physics",0.0114285714285714,"Physics & Astronomy",0.994285714285714,905,911,45688
"274","Chang, Luan Yin","National Taiwan University Hospital","twn",248,1994,2021,70050,7229,43,15.7070276945277,3,77,26,1861,75,2946,3.56863746431208,5604,1.28997144896502,234,0.1057,75644,8083,44,16.392741980242,3,81,26,2084,75,3255,3.5968321755289,5984,1.35076871657754,236,0,84,"Microbiology",0.40080971659919,"Pediatrics",0.198380566801619,"Biomedical Research",0.534412955465587,1886,1771,165244
"275","Lin, Shih Wei","Chang Gung Memorial Hospital","twn",150,1999,2021,70204,4287,35,21.8666666666667,2,54,65,2721,95,3229,3.56783789751647,3637,1.17871872422326,137,0.0977,73914,4751,39,22.0333333333333,2,60,65,2978,95,3546,3.60482092119052,3806,1.24829217025749,141,0,149,"Operations Research",0.331081081081081,"Artificial Intelligence & Image Processing",0.263513513513513,"Engineering",0.452702702702703,254,256,26063
"276","Chang, Shoou Jinn","National Cheng Kung University","twn",1086,1988,2021,70229,13807,51,23.6729437229437,4,8,131,1782,380,3814,3.56771207599719,11181,1.23486271353188,910,0.2307,58501,17948,59,26.9733766233766,4,8,131,2813,380,5212,3.68605545503094,12322,1.45658172374614,954,26,394,"Applied Physics",0.499539170506912,"Optoelectronics & Photonics",0.136405529953917,"Physics & Astronomy",0.526267281105991,1555,1822,269833
"277","Hu, Yu Chen","National Tsing Hua University","twn",151,1997,2020,70343,4458,38,16.4242784992785,4,304,23,604,135,4096,3.56718071784859,3274,1.36163714111179,136,0.2199,57067,5715,48,18.2830086580086,4,368,23,820,135,5260,3.69448966247336,3474,1.64507772020725,139,1,32,"Biotechnology",0.4,"Biomedical Engineering",0.213333333333333,"Enabling & Strategic Technologies",0.466666666666667,163,197,52513
"278","Wang, Eric T.G.","National Central University","twn",85,1995,2020,70486,5512,28,14.8666666666667,4,170,37,1905,61,4647,3.56654780501256,5215,1.05695110258869,73,0.0199,81860,5624,29,15.2,4,170,37,1949,61,4736,3.56839559298657,5300,1.0611320754717,73,0,158,"Information Systems",0.69047619047619,"Operations Research",0.0595238095238095,"Information & Communication Technologies",0.761904761904762,181,171,17971
"279","Hsu, Chao Ping","Academia Sinica, Institute of Chemistry","twn",101,1991,2021,70701,6742,32,14.6957256587549,4,326,14,1129,50,2521,3.5654673110747,6053,1.11382785395672,92,0.2498,74089,8987,34,14.772648735678,4,335,14,1230,50,2832,3.60405273156029,7874,1.14135128270256,96,0,15,"Chemical Physics",0.42,"Organic Chemistry",0.13,"Physics & Astronomy",0.47,1666,1502,92738
"280","Ko, Ying Chin","China Medical University Hospital Taichung","twn",282,1981,2019,70995,7451,43,18.8060109610032,5,33,31,1628,174,4682,3.56376322885573,6190,1.20371567043619,253,0.1288,72422,8553,47,19.9303828309633,5,37,31,1749,174,5346,3.61243617693166,6665,1.28327081770443,255,1,96,"Urology & Nephrology",0.202127659574468,"Oncology & Carcinogenesis",0.106382978723404,"Clinical Medicine",0.663120567375887,781,796,76322
"281","Guo, How Ran","National Cheng Kung University Hospital","twn",290,1988,2021,71294,5821,39,19.7270562770563,11,126,26,1016,134,2616,3.56236858366523,5408,1.07636834319527,261,0.1028,73456,6488,42,20.6810245310245,11,148,26,1112,134,2888,3.60703672952513,5738,1.13070756361101,264,0,66,"Emergency & Critical Care Medicine",0.0972222222222222,"Oncology & Carcinogenesis",0.0902777777777778,"Clinical Medicine",0.638888888888889,225,222,31838
"282","Lu, Ming Chun","National Chung Hsing University","twn",197,1993,2021,71302,4806,38,19.9333333333333,5,116,31,1047,156,3429,3.56233016681307,3804,1.26340694006309,188,0.1501,72163,5655,40,21.8333333333333,5,119,31,1183,156,4096,3.613716079695,4025,1.40496894409938,190,2,103,"Environmental Sciences",0.387755102040816,"Chemical Engineering",0.178571428571429,"Earth & Environmental Sciences",0.418367346938775,385,385,77304
"283","Masuhara, Hiroshi","National Chiao Tung University","twn",550,1970,2021,72049,8079,44,23.9892246642247,12,39,69,516,406,5666,3.55845968749901,5952,1.35735887096774,445,0.3285,49155,12032,54,30.9939865689865,12,60,69,621,406,8543,3.7441313078277,6898,1.74427370252247,487,1,58,"Chemical Physics",0.338208409506399,"Applied Physics",0.193784277879342,"Physics & Astronomy",0.605118829981719,1173,1532,92738
"284","Chang, Gary W.","National Chung Cheng University","twn",174,1994,2021,72317,3992,35,17.9651837928154,7,92,111,2669,134,2922,3.55709600774894,3418,1.16793446459918,152,0.0785,83022,4332,36,17.7818504594821,7,95,111,2809,134,3080,3.56319096081153,3658,1.18425369054128,153,0,110,"Energy",0.815028901734104,"Electrical & Electronic Engineering",0.104046242774567,"Enabling & Strategic Technologies",0.820809248554913,966,812,229150
"285","Pearn, Wen Lea","National Chiao Tung University","twn",237,1984,2021,72617,3426,29,19.6166666666667,5,187,126,1783,196,2899,3.55576961632258,2143,1.59869342043864,218,0.2594,56647,4626,34,24.7833333333333,5,203,126,2514,196,3885,3.69699891995178,2468,1.87439222042139,224,5,118,"Operations Research",0.426160337552743,"Statistics & Probability",0.147679324894515,"Engineering",0.666666666666667,172,269,26063
"286","Huang, Cheng Hung","National Cheng Kung University","twn",150,1989,2021,72674,2680,28,20.9166666666667,9,166,134,2537,145,2658,3.55549660410351,1868,1.43468950749465,133,0.1784,65495,3262,32,23.4166666666667,9,197,134,3079,145,3227,3.64743743479853,2011,1.62207856787668,137,0,48,"Mechanical Engineering & Transports",0.64,"Applied Mathematics",0.126666666666667,"Engineering",0.746666666666667,426,443,109724
"287","Su, Wei Fang","National Taiwan University","twn",296,1980,2021,72728,7842,46,20.9041527916528,7,81,33,370,202,4775,3.55525339629582,6915,1.13405639913232,240,0.1087,75132,8798,49,21.7704947829948,7,93,33,418,202,5380,3.59917258306815,7303,1.20471039298918,244,1,142,"Nanoscience & Nanotechnology",0.214285714285714,"Applied Physics",0.197278911564626,"Enabling & Strategic Technologies",0.397959183673469,659,638,89177
"288","Chen, Y. H.","National Taiwan University","twn",69,1971,2015,72910,3519,21,9.79285714285714,1,1161,13,2557,57,3156,3.55429792935682,3255,1.08110599078341,64,0.0653,75186,3765,24,11.0761904761905,1,1165,13,2580,57,3338,3.59891489293913,3350,1.12388059701493,64,0,12,"Biochemistry & Molecular Biology",0.565217391304348,"Obstetrics & Reproductive Medicine",0.101449275362319,"Biomedical Research",0.695652173913043,3231,3127,189264
"289","Mersmann, Harry John","National Taiwan University","twn",222,1964,2021,73059,3572,28,17.9059884559884,27,560,75,900,147,2351,3.55356251297214,2972,1.20188425302826,190,0.1605,67980,4255,31,20.9988455988456,27,603,75,1053,147,2780,3.63470602302172,3210,1.32554517133956,196,0,28,"Dairy & Animal Science",0.382882882882883,"Nutrition & Dietetics",0.202702702702703,"Biomedical Research",0.418918918918919,165,165,58065
"290","Wang, Li","National Cheng Kung University","twn",252,1988,2021,73083,3695,33,21.3666666666667,12,67,189,2304,239,3559,3.55344797988353,3082,1.19889682024659,199,0.1527,64309,4361,37,22.7095238095238,12,113,189,2760,239,4152,3.65377385113033,3256,1.33937346437346,216,2,133,"Energy",0.49800796812749,"Electrical & Electronic Engineering",0.410358565737052,"Enabling & Strategic Technologies",0.50597609561753,722,817,229150
"291","Pan, Wen Harn","Academia Sinica, Institute of Biomedical Sciences","twn",302,1986,2020,73296,11723,52,20.7582012556739,4,8,44,1786,161,4923,3.55245057153458,10871,1.07837365467758,286,0.1453,71605,13716,58,22.7825947866712,4,9,44,2055,161,5541,3.61657334863184,12124,1.13130979874629,289,0,129,"Nutrition & Dietetics",0.271523178807947,"Cardiovascular System & Hematology",0.119205298013245,"Biomedical Research",0.410596026490066,480,510,42428
"292","Shu, Frank H.","Academia Sinica, Institute of Astronomy and Astrophysics","twn",74,1981,2019,73534,5578,35,16.4,6,50,25,2742,56,4488,3.55123676941541,4016,1.38894422310757,66,0.0957,81577,6168,36,16.8,6,51,25,2958,56,4920,3.56978234496844,4209,1.46543121881682,66,0,24,"Astronomy & Astrophysics",0.837837837837838,"Nuclear & Particle Physics",0.0405405405405405,"Physics & Astronomy",0.972972972972973,1325,970,45688
"293","Sone, Yoshio","Academia Sinica, Institute of Mathematics","twn",116,1961,2009,73844,2498,28,19.7333333333333,27,473,80,1499,103,1764,3.54978901118944,1346,1.85586924219911,87,0.1572,71425,2964,31,21.4,27,518,80,1774,103,2091,3.61752065636996,1399,2.11865618298785,90,0,10,"Fluids & Plasmas",0.267241379310345,"General Physics",0.198275862068965,"Physics & Astronomy",0.672413793103448,716,667,49117
"294","Chen, Ming Syan","National Taiwan University","twn",405,1987,2021,73883,9256,43,26.5261904761905,4,3,47,2847,350,7035,3.54955274096519,7979,1.16004511843589,349,0.057,84174,9815,44,27.3595238095238,4,3,47,2996,350,7498,3.55815559308793,8283,1.18495714113244,353,1,423,"Artificial Intelligence & Image Processing",0.367088607594937,"Information Systems",0.29620253164557,"Information & Communication Technologies",0.959493670886076,1310,1175,253359
