"","authfull","inst_name","cntry","np6020","firstyr","lastyr","rank (ns)","nc9620 (ns)","h20 (ns)","hm20 (ns)","nps (ns)","ncs (ns)","cpsf (ns)","ncsf (ns)","npsfl (ns)","ncsfl (ns)","c (ns)","npciting (ns)","cprat (ns)","np6020 cited9620 (ns)","self%","rank","nc9620","h20","hm20","nps","ncs","cpsf","ncsf","npsfl","ncsfl","c","npciting","cprat","np6020 cited9620","np6020_d","nc9620_d","sm-subfield-1","sm-subfield-1-frac","sm-subfield-2","sm-subfield-2-frac","sm-field","sm-field-frac","rank sm-subfield-1","rank sm-subfield-1 (ns)","sm-subfield-1 count"
"65","Kannagi, Reiji","Academia Sinica, Institute of Biomedical Sciences","twn",350,1979,2020,23775,9132,52,20.9840441421324,25,675,83,2175,205,5164,3.91526699242223,6687,1.36563481381786,289,0.1674,22591,10968,57,22.9070600151482,25,748,83,2429,205,6014,3.97742011875779,7361,1.49001494362179,295,0,31,"Biochemistry & Molecular Biology",0.348571428571429,"Oncology & Carcinogenesis",0.2,"Clinical Medicine",0.56,1102,1144,189264
"66","Hsueh, Chun Hway","National Taiwan University","twn",266,1981,2021,23901,5674,35,24.6544011544011,64,1380,140,3262,222,3958,3.91363944585493,4471,1.26906732274659,230,0.1059,24806,6346,38,25.8044011544011,64,1468,140,3526,222,4397,3.95061123444325,4758,1.33375367801597,233,0,47,"Materials",0.615094339622641,"Applied Physics",0.135849056603774,"Enabling & Strategic Technologies",0.69811320754717,301,287,285331
"67","Yan, Wei Mon","National Taipei University of Technology","twn",360,1986,2021,24434,8468,52,30.0023809523809,19,319,98,1917,242,5011,3.9068950242654,5753,1.47192768990092,323,0.1821,23353,10353,58,31.8952380952381,19,360,98,2145,242,5749,3.96801013421143,6378,1.62323612417686,331,3,147,"Mechanical Engineering & Transports",0.598885793871866,"Energy",0.295264623955432,"Engineering",0.64066852367688,139,133,109724
"68","Lin, Feng Tse","Chinese Culture University Taiwan","twn",484,1982,2017,25076,13361,62,24.4493741337782,33,184,162,3056,243,3721,3.8997381445674,12139,1.10066727078013,380,0.1147,26347,15092,65,25.5208748552789,33,200,162,3378,243,4125,3.93351156810997,13336,1.13167366526695,399,2,172,"Industrial Engineering & Automation",0.075,"Artificial Intelligence & Image Processing",0.0625,"Clinical Medicine",0.247916666666667,197,185,96361
"69","Chen, Ching Fu","National Cheng Kung University","twn",71,2006,2021,25210,6028,33,22,6,752,52,4925,68,5754,3.8979825608965,5222,1.15434699348909,70,0.0139,30750,6113,33,22,6,767,52,4985,68,5837,3.8883193152782,5278,1.15820386510042,70,0,256,"Sport, Leisure & Tourism",0.380281690140845,"Logistics & Transportation",0.323943661971831,"Economics & Business",0.887323943661972,25,21,7065
"70","Wee, Hui Ming","Chung Yuan Christian University","twn",281,1989,2021,25258,6009,43,27.8166666666666,9,684,58,2192,178,4480,3.89728956190125,3994,1.50450676014021,220,0.118,25059,6813,47,29.65,9,781,58,2407,178,5034,3.9478082210875,4265,1.59742086752638,230,5,245,"Operations Research",0.411552346570397,"Artificial Intelligence & Image Processing",0.144404332129964,"Engineering",0.588447653429603,64,67,26063
"71","Yang, J. C.H.","National Taiwan University Hospital","twn",323,1992,2021,25494,30212,69,18.9687654822601,5,55,41,3450,115,7272,3.89426888822485,17930,1.68499721137758,307,0.0927,26726,33300,74,19.6164070220069,5,59,41,3902,115,8059,3.92903650393136,18886,1.76321084401144,310,0,329,"Oncology & Carcinogenesis",0.730650154798762,"General & Internal Medicine",0.0495356037151703,"Clinical Medicine",0.95046439628483,1188,1170,271773
"72","Chen, Ting Yu","Chang Gung University","twn",103,1998,2021,25640,3243,33,28.3333333333333,63,1959,84,2953,102,3206,3.89267303215123,2271,1.42800528401585,97,0.1195,25341,3683,34,31.3333333333333,63,2258,84,3325,102,3637,3.94459814696654,2358,1.56191687871077,98,0,70,"Artificial Intelligence & Image Processing",0.679611650485437,"Operations Research",0.155339805825243,"Information & Communication Technologies",0.747572815533981,418,423,253359
"73","Tseng, Yu Chee","National Chiao Tung University","twn",419,1991,2021,25703,10822,48,27.7666666666667,7,85,82,4018,299,8818,3.89198276515582,9336,1.15916880891174,331,0.0667,28202,11596,49,29.1333333333333,7,96,82,4198,299,9406,3.91366584588829,9674,1.19867686582593,344,2,409,"Networking & Telecommunications",0.609336609336609,"Distributed Computing",0.0982800982800983,"Information & Communication Technologies",0.928746928746929,218,207,183648
"74","Ho, Kuo Chuan","National Taiwan University","twn",512,1982,2021,25704,18010,66,33.8738816738817,4,60,32,704,391,13608,3.89195901095887,14092,1.27803008799319,477,0.1111,25723,20261,71,36.2909812409813,4,69,32,784,391,15222,3.94033558044872,14887,1.36098609525089,481,0,258,"Nanoscience & Nanotechnology",0.25,"Energy",0.218503937007874,"Enabling & Strategic Technologies",0.501968503937008,258,250,89177
"75","Chang, Jo Shu","Tunghai University","twn",560,1989,2021,25866,26183,81,42.9551948051948,2,3,35,1963,365,19371,3.89001571351781,17797,1.47120301174355,532,0.1264,27082,29970,87,45.8837662337663,2,3,35,2121,365,21974,3.92521387088807,18791,1.59491245809164,538,1,367,"Biotechnology",0.541666666666667,"Energy",0.195652173913043,"Enabling & Strategic Technologies",0.807971014492754,68,60,52513
"76","Sheu, Jiuh Biing","National Taiwan University","twn",119,1998,2021,25955,4020,32,26.7833333333333,35,1790,66,2853,94,3492,3.8890808183461,3287,1.22299969577122,103,0.0761,28584,4351,34,27.45,35,1868,66,3022,94,3734,3.90931120750602,3458,1.25824175824176,108,0,97,"Logistics & Transportation",0.588235294117647,"Operations Research",0.126050420168067,"Economics & Business",0.672268907563025,25,24,23751
"77","Liaw, Der Jang","National Taiwan University of Science and Technology","twn",316,1977,2021,26026,8594,42,24.1123015873016,11,245,190,4857,225,5552,3.88839158943352,6358,1.35168291915697,292,0.1767,21059,10438,48,29.2853535353535,11,292,190,5909,225,6745,3.99645065361273,6901,1.51253441530213,298,1,117,"Polymers",0.789137380191693,"Chemical Engineering",0.060702875399361,"Chemistry",0.821086261980831,204,238,100162
"78","Yeh, Pochi","National Chiao Tung University","twn",310,1975,2019,26458,5665,30,22.0761904761905,39,1534,76,3048,193,4813,3.88357039596285,4858,1.16611774392754,215,0.0583,29729,6016,32,22.8142857142857,39,1557,76,3134,193,4998,3.89795404701954,5055,1.19010880316518,222,0,11,"Optics",0.444805194805195,"Optoelectronics & Photonics",0.435064935064935,"Physics & Astronomy",0.538961038961039,123,97,64512
"79","Wang, Shuu Jiun","National Yang-Ming University Taiwan","twn",495,1986,2021,26486,17390,58,27.8909733096804,4,77,58,2072,256,7090,3.88316986217272,14348,1.21201561193198,446,0.1412,26061,20249,63,29.384995953703,4,91,58,2318,256,8020,3.93652783122471,15945,1.26992787707745,450,2,111,"Neurology & Neurosurgery",0.529292929292929,"General & Internal Medicine",0.0828282828282828,"Clinical Medicine",0.925252525252525,2015,2067,278898
"80","Tsai, Tung Hu","Kaohsiung Medical University","twn",383,1991,2021,26657,10030,47,26.9559024309024,11,359,86,1487,246,5768,3.88102862710915,8845,1.13397399660825,360,0.1049,24585,11206,52,28.6309024309024,11,447,86,1925,246,6539,3.95294150623596,9370,1.19594450373533,366,2,143,"Analytical Chemistry",0.33245382585752,"Pharmacology & Pharmacy",0.142480211081794,"Chemistry",0.482849604221636,156,165,102767
"81","Liu, Shen Iuan","National Taiwan University","twn",398,1990,2021,26867,7534,45,30.35,9,333,63,1477,364,6548,3.87879747812722,5521,1.36460786089476,360,0.0557,30711,7978,46,31.5166666666667,9,343,63,1524,364,6937,3.88862670197673,5766,1.38362816510579,362,0,101,"Electrical & Electronic Engineering",0.879093198992443,"Computer Hardware & Architecture",0.0654911838790932,"Engineering",0.896725440806045,71,63,105029
"82","Wu, Tian Shung","National Cheng Kung University College of Medicine","twn",478,1972,2019,27003,11245,52,26.9155844155844,9,115,115,2684,319,7127,3.87765889383027,8858,1.26947392187853,452,0.1211,26525,12794,55,29.4528249528249,9,132,115,3076,319,7985,3.93137107875756,9496,1.34730412805392,461,2,250,"Medicinal & Biomolecular Chemistry",0.277310924369748,"General Chemistry",0.178571428571429,"Chemistry",0.630252100840336,79,77,88725
"83","Tsai, Ming June","National Cheng Kung University","twn",340,1971,2014,27257,18951,66,27.2264281470164,2,29,60,3257,157,8099,3.87521992961522,14940,1.26847389558233,288,0.1069,29377,21219,70,28.801265809354,2,30,60,3372,157,8778,3.90132941414181,15949,1.33042824001505,299,1,110,"Applied Physics",0.174556213017752,"Developmental Biology",0.153846153846154,"Biomedical Research",0.337278106508876,746,661,269833
"84","Kao, Chia Hung","China Medical University Hospital Taichung","twn",1106,1990,2021,27686,13240,46,24.9273809523809,17,103,148,2489,864,10749,3.8710136482238,11247,1.17720280963813,999,0.1027,28337,14756,49,26.8067821067821,17,109,148,2770,864,12051,3.91200947863513,11957,1.23408881826545,1010,0,104,"Nuclear Medicine & Medical Imaging",0.27124773960217,"Oncology & Carcinogenesis",0.12748643761302,"Clinical Medicine",0.943037974683544,164,156,101860
"85","Wang, Andrew H.J.","Academia Sinica, Institute of Biological Chemistry","twn",456,1971,2021,27918,15755,63,28.6427281052281,3,60,36,1592,236,8598,3.8688318415987,12439,1.26658091486454,422,0.1178,28660,17859,68,29.9033933172091,3,69,36,1677,236,9567,3.90856296489346,13383,1.33445415826048,430,0,57,"Biochemistry & Molecular Biology",0.393406593406593,"Developmental Biology",0.153846153846154,"Biomedical Research",0.720879120879121,1312,1307,189264
"86","Tao, Yu Tai","Academia Sinica, Institute of Chemistry","twn",174,1983,2021,28306,14545,54,20.3016955266955,4,487,30,1447,102,3697,3.86426298632457,11856,1.22680499325236,156,0.0802,29950,15813,56,21.7449855699856,4,496,30,1632,102,4136,3.89583934041821,12436,1.27155033772917,161,0,122,"Nanoscience & Nanotechnology",0.160919540229885,"Materials",0.160919540229885,"Enabling & Strategic Technologies",0.350574712643678,284,274,89177
"87","Pei, Soo Chang","National Taiwan University","twn",541,1975,2021,28688,8012,46,30.8928571428571,7,48,393,6443,486,7365,3.86017018990778,6277,1.27640592639796,419,0.0956,30735,8859,47,31.8928571428571,7,55,393,7048,486,8114,3.88846742827778,6627,1.33680398370303,440,0,189,"Networking & Telecommunications",0.315298507462687,"Electrical & Electronic Engineering",0.257462686567164,"Information & Communication Technologies",0.578358208955224,246,233,183648
"88","Chen, Miin Fu","Chang Gung Memorial Hospital","twn",495,1979,2018,28752,11788,58,26.8757061893187,7,120,46,1449,332,7679,3.85937480364877,10055,1.17235206364992,417,0.0885,30595,12933,60,27.9983252369378,7,136,46,1608,332,8270,3.88958511361515,10611,1.21882951653944,427,0,151,"Surgery",0.414141414141414,"Gastroenterology & Hepatology",0.187878787878788,"Clinical Medicine",0.961616161616162,233,232,113113
"89","Yeh, Wei Chang","National Tsing Hua University","twn",230,1998,2021,28775,3698,33,26.35,73,1562,135,2610,182,3205,3.85913898464641,2796,1.32260371959943,196,0.2448,18170,4897,40,34.35,73,2356,135,3623,182,4294,4.03686554758507,3022,1.62045003309067,211,6,140,"Artificial Intelligence & Image Processing",0.38695652173913,"Operations Research",0.165217391304348,"Information & Communication Technologies",0.482608695652174,298,483,253359
"90","Chen, Hsiao Hwa","National Cheng Kung University","twn",582,1997,2021,28833,12907,58,30.9944444444444,36,140,108,723,399,8364,3.85854298822865,11442,1.12803705645866,441,0.1381,26170,14975,63,32.6111111111111,36,179,108,960,399,9886,3.9352854356164,12534,1.19475027924047,477,0,438,"Networking & Telecommunications",0.757575757575758,"Operations Research",0.0285204991087344,"Information & Communication Technologies",0.941176470588235,196,234,183648
"91","Hsu, Su Ming","National Taiwan University Hospital","twn",200,1972,2013,29225,14210,40,19.393228993229,6,48,66,9579,129,11610,3.85466855276733,13630,1.04255319148936,189,0.0384,33286,14778,42,20.1360861360861,6,50,66,9609,129,11957,3.86474553552144,13991,1.05625044671575,189,1,109,"Pathology",0.315,"Oncology & Carcinogenesis",0.175,"Clinical Medicine",0.81,104,94,22656
"92","He, Xiao Gang","National Taiwan University","twn",337,1985,2021,29241,7087,41,27.4,24,232,196,3672,238,4690,3.85446328893725,5008,1.4151357827476,304,0.1607,26513,8444,46,29.6970319634703,24,273,196,4377,238,5656,3.93148711623338,5488,1.53862973760933,306,0,12,"Nuclear & Particle Physics",0.893175074183976,"General Physics",0.0682492581602374,"Physics & Astronomy",0.997032640949555,487,470,135975
"93","Yang, Chun Yuh","National Health Research Institutes Taiwan","twn",338,1993,2021,29576,7630,44,26.0523809523809,10,227,83,2467,256,6234,3.85073652159422,5852,1.30382775119617,319,0.1315,26688,8785,49,28.4523809523809,10,281,83,3041,256,7244,3.92934800422783,6195,1.4180790960452,323,0,104,"Toxicology",0.483679525222552,"Environmental Sciences",0.0534124629080119,"Biomedical Research",0.531157270029674,107,116,53247
"94","Gruissem, Wilhelm","National Chung Hsing University","twn",291,1978,2021,29987,19278,70,34.9968068423951,8,69,21,370,140,9760,3.84688427182573,15014,1.28400159850806,276,0.1132,31221,21738,77,36.3865615321498,8,76,21,391,140,10705,3.88375881697315,15921,1.36536649707933,277,0,54,"Plant Biology & Botany",0.510344827586207,"Developmental Biology",0.175862068965517,"Biology",0.555172413793103,369,342,134814
"95","Lee, D. T.","Academia Sinica, Institute of Information Science","twn",267,1976,2021,29988,6494,35,21.3859649122807,17,730,63,2755,196,4977,3.84686352705212,5941,1.09308197273186,202,0.0546,32056,6869,39,22.8954887218045,17,742,63,2810,196,5247,3.8760297743936,6146,1.11763748779694,212,0,115,"Computation Theory & Mathematics",0.295019157088123,"Artificial Intelligence & Image Processing",0.241379310344828,"Information & Communication Technologies",0.827586206896552,86,89,17974
"96","Chiou, Cary T.","National Cheng Kung University","twn",87,1973,2019,30480,9149,41,18.0595238095238,4,214,36,5054,65,7032,3.84176814488288,6575,1.39148288973384,81,0.0408,35423,9538,42,18.3095238095238,4,224,36,5175,65,7294,3.8459982399491,6713,1.42082526441233,81,0,74,"Environmental Sciences",0.597701149425287,"Geochemistry & Geophysics",0.0574712643678161,"Earth & Environmental Sciences",0.701149425287356,167,145,77304
"97","Ip, Wing Huen","National Central University","twn",579,1972,2021,30802,9546,45,22.5882832487987,95,767,161,1335,274,3096,3.83851939136269,6803,1.40320446861679,454,0.4514,21722,17402,63,25.3852247431166,95,874,161,1530,274,3727,3.98822225917919,9623,1.80837576639302,485,0,18,"Astronomy & Astrophysics",0.691756272401434,"Meteorology & Atmospheric Sciences",0.0913978494623656,"Physics & Astronomy",0.788530465949821,278,330,45688
"98","Yao, J. C.","China Medical University","twn",691,1991,2021,31209,9753,51,34.25,12,264,24,343,620,9230,3.8347897592289,4544,2.14634683098592,575,0.2945,23421,13825,60,40.9166666666667,12,311,24,418,620,13008,3.96702744951425,5534,2.49819298879653,616,1,298,"General Mathematics",0.306801736613603,"Operations Research",0.254703328509407,"Mathematics & Statistics",0.688856729377713,65,99,59044
"99","Wei-Guang Diau, Eric","National Chiao Tung University","twn",216,1990,2021,31321,15827,55,22.3964646464646,2,198,26,1101,121,5877,3.83380120895411,11489,1.3775785533989,204,0.0896,31859,17385,60,24.3861471861472,2,201,26,1246,121,6559,3.87784222810927,12093,1.43760853386257,206,1,170,"Chemical Physics",0.253521126760563,"Nanoscience & Nanotechnology",0.192488262910798,"Chemistry",0.370892018779343,779,731,92738
"100","Liaw, Yun Fan","Chang Gung University College of Medicine","twn",60,2005,2014,31329,6307,37,18.867617002021,13,737,22,3146,48,4568,3.83375060349179,4177,1.50993536030644,60,0.1153,34180,7129,37,19.117617002021,13,778,22,3596,48,5179,3.85691364878032,4443,1.60454647760522,60,0,68,"Gastroenterology & Hepatology",0.783333333333333,"Virology",0.116666666666667,"Clinical Medicine",0.85,509,485,91513
"101","Lee, Shou Dong","National Yang-Ming University Taiwan","twn",989,1980,2020,31559,22553,67,29.6697015402898,9,34,41,613,663,14342,3.8315533336874,19034,1.18487968897762,896,0.1209,31323,25654,72,31.1789006744889,9,39,41,726,663,16317,3.88288158292854,20163,1.27233050637306,914,0,284,"Gastroenterology & Hepatology",0.532928064842959,"General & Internal Medicine",0.15096251266464,"Clinical Medicine",0.906788247213779,468,487,91513
"102","Lin, Yi Bing","National Chiao Tung University","twn",397,1989,2021,31689,5804,34,23.7575757575758,46,675,147,2389,287,4624,3.83040635751942,4098,1.41630063445583,323,0.1419,30025,6764,38,25.6909090909091,46,755,147,2792,287,5289,3.89503615277149,4432,1.52617328519856,345,1,154,"Networking & Telecommunications",0.751937984496124,"Artificial Intelligence & Image Processing",0.0465116279069767,"Information & Communication Technologies",0.906976744186046,239,249,183648
"103","Wang, Yi Shun","National Changhua University of Education","twn",82,2003,2021,31834,6631,29,16.9833333333333,5,876,33,4190,50,5626,3.82903320709316,5793,1.14465734507164,74,0.0244,36845,6797,29,17.7333333333333,5,919,33,4305,50,5778,3.83399649671649,5865,1.15890878090367,74,3,458,"Information Systems",0.231707317073171,"Education",0.207317073170732,"Information & Communication Technologies",0.329268292682927,78,71,17971
"104","Ueda, Mitsuru","National Taiwan University","twn",685,1974,2021,32072,11677,54,29.1277777777778,8,69,124,1571,499,7978,3.82656716162478,7979,1.46346659982454,585,0.1882,29076,14384,59,33.3123015873016,8,75,124,1783,499,10000,3.9044494740162,8688,1.65561694290976,598,0,89,"Polymers",0.769456681350954,"General Chemistry",0.0572687224669604,"Chemistry",0.908957415565345,293,291,100162
